region,city,district,median_ppsqm,count,mean_ppsqm,std_ppsqm,ltype
منطقة الرياض,الرياض,المعيزلة,5472.636815920398,227,5774.840861880069,1597.3898586542896,sale
منطقة الرياض,الرياض,المغرزات,11447.368421052632,33,11309.969792019718,3582.1462776315093,sale
منطقة الرياض,الرياض,الملز,7600.0,31,10803.545350446086,10169.0467867877,sale
منطقة الرياض,الرياض,الملقا,13397.435897435898,286,14769.327489602087,7422.083160196298,sale
منطقة الرياض,الرياض,الملك عبدالعزيز,9867.256637168142,12,10377.840674914956,3305.661880660943,sale
منطقة الرياض,الرياض,الملك عبدالله,9230.76923076923,37,10439.665619580175,4357.7815346899315,sale
منطقة الرياض,الرياض,الملك فهد,10016.266964119724,38,12928.219922510209,14190.624313028102,sale
منطقة الرياض,الرياض,الملك فيصل,7386.363636363636,157,8855.906914961339,10976.026812457061,sale
منطقة الرياض,الرياض,المناخ,2500.0,19,2550.341618296668,1116.356481899053,sale
منطقة الرياض,الرياض,المنار,6500.0,65,6314.25473295431,2480.1636266569285,sale
منطقة الرياض,الرياض,المنصورة,5483.870967741936,15,5305.370969748904,2525.9766620796972,sale
منطقة الرياض,الرياض,المنصورية,2000.0,39,5465.871007711022,18857.411043345553,sale
منطقة الرياض,الرياض,المهدية,6250.0,1949,6802.938508729028,5099.394996378399,sale
منطقة الرياض,الرياض,المونسية,8022.9226361031515,1197,8407.774193980064,3840.204940103482,sale
منطقة الرياض,الرياض,الناصرية,11023.64938594925,12,11117.237111026261,2771.2681458666343,sale
منطقة الرياض,الرياض,النخبة,660.0,39,728.8239329048902,427.78675944467284,sale
منطقة الرياض,الرياض,النخيل,12500.0,11,12625.904413505992,2342.5362578988884,sale
منطقة الرياض,الرياض,الندوة,4964.5390070921985,370,9539.910877532067,23990.590546094994,sale
منطقة الرياض,الرياض,الندى,12000.0,177,12028.012039411293,4707.130629397834,sale
منطقة الرياض,الرياض,النرجس,11504.424778761062,690,11725.98347855692,8441.413311135291,sale
منطقة الرياض,الرياض,النزهة,12500.0,39,12953.600728967771,3545.5479937613186,sale
منطقة الرياض,الرياض,النسيم الشرقي,5555.555555555556,59,5772.244042941063,2318.5496956809525,sale
منطقة الرياض,الرياض,النسيم الغربي,3680.0,129,4413.297103572371,4420.110977357708,sale
منطقة الرياض,الرياض,النظيم,2500.0,216,4670.0347842618285,14193.937506345837,sale
منطقة الرياض,الرياض,النفل,10000.0,52,10017.632330063392,2479.6198574440473,sale
منطقة الرياض,الرياض,النهضة,5825.757575757576,308,6286.917427808775,8700.206807135446,sale
منطقة الرياض,الرياض,النور,2600.3554266777132,15,2731.7312630284414,771.6945138913791,sale
منطقة الرياض,الرياض,الوادي,10524.154589371981,48,10542.777069021262,3220.5424838383583,sale
منطقة الرياض,الرياض,الورود,10000.0,33,10634.543555928598,5048.250058365926,sale
منطقة الرياض,الرياض,الوزارات,9160.0,14,14355.31133010578,9961.712441293674,sale
منطقة الرياض,الرياض,الوسام,2607.714768202503,98,6165.243213948226,21515.686154777835,sale
منطقة الرياض,الرياض,الوشام,4609.964322120286,6,5795.05797755696,2581.9017359638497,sale
منطقة الرياض,الرياض,الياسمين,10648.893921753137,392,11083.459278457425,3526.5371942739566,sale
منطقة الرياض,الرياض,اليرموك,6944.444444444444,572,7396.799068082305,6147.11054322139,sale
منطقة الرياض,الرياض,اليمامة,3504.901960784314,32,8131.439220456126,24125.89650958709,sale
منطقة الرياض,الرياض,ام الحمام الشرقي,10583.941605839416,25,12022.763753935338,4665.705626245758,sale
منطقة الرياض,الرياض,ام الحمام الغربي,7500.0,8,11730.819125277983,7669.223258926772,sale
منطقة الرياض,الرياض,ام الشعال,1000.0,3,1053.0045211672832,91.80652369259451,sale
منطقة الرياض,الرياض,ام سليم,4310.3448275862065,11,5124.351291842893,2766.2402645165257,sale
منطقة الرياض,الرياض,بدر,3257.5757575757575,1420,18195.031488096094,40705.21200529603,sale
منطقة الرياض,الرياض,بنبان,2650.0,6,3571.622807017544,2005.7386120736335,sale
منطقة الرياض,الرياض,ثليم,11764.70588235294,9,11189.64734332537,4040.0620497887694,sale
منطقة الرياض,الرياض,جرير,6666.666666666667,45,8340.243159565473,7296.426239219857,sale
منطقة الرياض,الرياض,حطين,13729.977116704806,69,15238.753576288982,6869.7209238123105,sale
منطقة الرياض,الرياض,ديراب,3435.114503816794,145,9648.223536441521,27271.716288700318,sale
منطقة الرياض,الرياض,سكيرينة,6696.428571428572,13,6788.576218332518,2202.757963440675,sale
منطقة الرياض,الرياض,سلطانة,4577.4647887323945,47,5095.115913496528,1684.3492417553023,sale
منطقة الرياض,الرياض,شبرا,1720.0,154,5663.697300683553,19664.845883329093,sale
منطقة الرياض,الرياض,ضاحية نمار,2275.0,475,3309.87788704265,6305.197638495587,sale
منطقة الرياض,الرياض,طويق,4422.80564263323,1952,7632.9942033004045,19179.355214783405,sale
منطقة الرياض,الرياض,طيبة,2300.0,42,5542.096610373241,19441.26222804429,sale
منطقة الرياض,الرياض,ظهرة البديعة,3200.0,52,4514.891452800222,8457.82516306013,sale
منطقة الرياض,الرياض,ظهرة لبن,5182.926829268293,643,6390.021402683562,10784.942395654352,sale
منطقة الرياض,الرياض,عتيقة,4095.563139931741,13,3944.6826993145323,1991.999453149798,sale
منطقة الرياض,الرياض,عرقة,9000.0,176,9769.404756356145,4637.51313776623,sale
منطقة الرياض,الرياض,عريض,1240.0,289,1878.4013487838147,7936.3499608094735,sale
منطقة الرياض,الرياض,عكاظ,3920.4545454545455,668,12428.19783246222,31936.73714582565,sale
منطقة الرياض,الرياض,عليشة,6692.952437633288,12,18500.130570350422,41456.40022205988,sale
منطقة الرياض,الرياض,غبيرة,5004.977116704806,19,4727.669380034826,2122.2212818306666,sale
منطقة الرياض,الرياض,غرناطة,7687.074829931973,188,7950.97170449802,2654.3677504105085,sale
منطقة الرياض,الرياض,قرطبة,9137.055837563452,652,8686.30619643491,4992.956978560086,sale
منطقة الرياض,الرياض,لبن,5895.314122533749,108,6136.836600268173,1912.7958764858076,sale
منطقة الرياض,الرياض,مطار الملك خالد,8333.333333333334,50,9909.15355476652,3869.608067636709,sale
منطقة الرياض,الرياض,منفوحة,5182.926829268293,49,5345.710977618617,1938.873723924894,sale
منطقة الرياض,الرياض,منفوحة الجديدة,6434.127772260841,24,6324.855085441127,3076.8487871060483,sale
منطقة الرياض,الرياض,نمار,3250.0,54,8360.936842096127,21111.3045577572,sale
منطقة الرياض,الرياض,هيت,1240.9513960703205,9,1421.2858635639236,782.2118532592783,sale
منطقة الرياض,الرياض,وادي لبن,5833.333333333333,163,7952.362053921089,16996.60560971562,sale
منطقة الرياض,الزلفي,الخالدية,778.816199376947,7,1157.035216180648,820.5343045825311,sale
منطقة الرياض,الزلفي,الريان,320.5128205128205,3,906.8803418803418,1016.0624868618943,sale
منطقة الرياض,الزلفي,السلام,564.4654088050315,6,844.399159982247,558.9429577839688,sale
منطقة الرياض,الزلفي,السيح,449.63592233009706,5,449.7509428379356,106.19676665653306,sale
منطقة الرياض,الزلفي,العزيزية,1000.0384911470362,7,5193.1648083226255,6644.964460295139,sale
منطقة الرياض,الزلفي,الفاروق,726.686507936508,4,877.6289682539682,532.1368740268263,sale
منطقة الرياض,الزلفي,الملك سلمان,846.1538461538462,5,1139.6972528527742,778.3810819392653,sale
منطقة الرياض,الزلفي,الملك عبدالله,411.4479311947931,6,590.5499743477029,382.3534866448724,sale
منطقة الرياض,الزلفي,المنار,1209.848484848485,6,4214.854595007043,7660.129019347858,sale
منطقة الرياض,الزلفي,الندى,406.5040650406504,3,657.1558562300951,470.57542209419637,sale
منطقة الرياض,الزلفي,النهضة,450.0,3,673.3333333333334,457.85732857881976,sale
منطقة الرياض,الزلفي,اليمامة,890.7947724337057,6,924.3228796807549,414.02968081455884,sale
منطقة الرياض,الزلفي,حطين,350.0,3,366.2020905923345,29.278142527087798,sale
منطقة الرياض,الزلفي,عريعرة,2613.240418118467,3,2030.6470345809448,1163.222975800949,sale
منطقة الرياض,الغاط,المصيف,549.5419906687403,10,869.7466383825844,680.2787583934012,sale
منطقة الرياض,القصب,الفيصلية,480.7692307692308,5,522.7642561360209,139.6417042288143,sale
منطقة الرياض,القويعية,ابو سليم,386.66096866096865,21,650.3838774920923,461.72354355179397,sale
منطقة الرياض,القويعية,الزهور,400.0,11,611.5672529027505,517.6156637701905,sale
منطقة الرياض,المجمعة,الاندلس,1692.195652173913,10,1518.7924021957976,694.6084045553357,sale
منطقة الرياض,المجمعة,الجامعيين,801.5,28,5679.1427097273245,23415.726943616854,sale
منطقة الرياض,المجمعة,المستقبل,893.0,29,6117.0217932874875,24975.21780737791,sale
منطقة الرياض,المجمعة,المطار,1000.0,29,1754.1974921630094,1815.0391991651618,sale
منطقة الرياض,المجمعة,الملك عبدالعزيز,1500.0,3,1683.3333333333333,644.85140407177,sale
منطقة الرياض,المجمعة,الملك عبدالله,2226.190476190476,18,10036.551391600411,33185.31217414645,sale
منطقة الرياض,المجمعة,الملك فهد,1500.0,11,2037.863864462227,1228.1772261580074,sale
منطقة الرياض,المجمعة,اليرموك,547.7777777777778,28,918.1718486419066,816.6173112364986,sale
منطقة الرياض,المزاحمية,الأندلس,3133.903133903134,8,3364.2252423502423,1000.1558436133209,sale
منطقة الرياض,المزاحمية,الجامعة,500.0,7,517.5574425574425,23.658564901937797,sale
منطقة الرياض,المزاحمية,الحزيمية,2336.448598130841,5,2739.2062599860897,1046.6580534731884,sale
منطقة الرياض,المزاحمية,الراشدية,3626.943005181347,3,3158.702744194972,811.0159221777126,sale
منطقة الرياض,المزاحمية,الريف,2100.0,3,2286.099086099086,393.46832205332123,sale
منطقة الرياض,المزاحمية,الشلال,2539.6825396825398,3,2516.4021164021165,1304.9176647202692,sale
منطقة الرياض,المزاحمية,العليا,3681.1953697141507,4,3931.2111579690923,1030.9398659678732,sale
منطقة الرياض,المزاحمية,الغطغط,1593.75,6,1651.388888888889,1100.8098870410856,sale
منطقة الرياض,المزاحمية,اللؤلؤة,953.2888465204957,18,1220.2675915025386,1020.3720509504999,sale
منطقة الرياض,المزاحمية,المحمدية,941.6121562952243,5,904.7672937771346,117.25917330025457,sale
منطقة الرياض,المزاحمية,المروج,2500.5257633587785,8,2599.9890450963503,1370.755533643858,sale
منطقة الرياض,المزاحمية,الهدا,4419.889502762431,15,13859.781575396455,38938.275805623656,sale
منطقة الرياض,المزاحمية,الواحة,1030.0,9,1080.2720072091474,137.08266148725477,sale
منطقة الرياض,المزاحمية,الورود,1800.0,12,12678.305989412574,36962.867273933465,sale
منطقة الرياض,المزاحمية,شخيب,1378.5714285714284,8,1498.541625157734,767.7642840658865,sale
منطقة الرياض,المزاحمية,طويق,1275.9170653907497,9,1668.8691494702425,778.4535652706505,sale
منطقة الرياض,المزاحمية,نواره,3000.0,21,3096.677033862884,727.1296428313648,sale
منطقة الرياض,المزاحمية,وسيلة,976.1904761904761,18,1265.8523122576744,768.9699053585958,sale
منطقة الرياض,ثادق,الجنادرية,621.9371050462496,66,786.0485627290042,618.8517864181497,sale
منطقة الرياض,جلاجل,الملك فيصل,465.3727272727273,10,994.33841010716,1755.311970872176,sale
منطقة الرياض,حريملاء,السد,1200.0,40,1455.8898356141208,614.7895844637688,sale
منطقة الرياض,حريملاء,النخيل,1000.0,20,1401.8860004450303,1469.0228738868889,sale
منطقة الرياض,حريملاء,النهضة,1539.0,18,1570.6008259484786,886.5897391859397,sale
منطقة الرياض,حوطة بني تميم,السلام,2235.0,7,2312.903660054669,1081.7959750455605,sale
منطقة الرياض,حوطة بني تميم,المصيف,350.5,6,397.5,118.89449104142714,sale
منطقة الرياض,حوطة سدير,الربعة,417.4471890971039,16,542.0656739769973,315.538175544913,sale
منطقة الرياض,حوطة سدير,المروج,600.0,9,821.4851730328281,539.3346212596832,sale
منطقة الرياض,حوطة سدير,بدر,1667.0,9,1661.1219016245986,1212.6211637037586,sale
منطقة الرياض,شقراء,الرحبة,500.0,5,621.3502645502646,396.19070709601306,sale
منطقة الرياض,شقراء,الروضة,517.063081695967,27,4008.3230223172245,11474.589715069334,sale
منطقة الرياض,ضرما,البديع الشرقي,1000.0,30,1147.9906286608532,802.2634134497301,sale
منطقة الرياض,ضرما,البديع الغربي,1916.6666666666665,4,2160.0930412791645,813.1480444605243,sale
منطقة الرياض,ضرما,العزيزية,650.0,5,745.876887340302,424.03135565447343,sale
منطقة الرياض,ضرما,اليمامة,1250.0,15,1234.5538650974486,392.5515569976712,sale
منطقة الرياض,وادي الدواسر,العقيق,2106.6666666666665,10,45936.54095133782,71507.14499853493,sale
منطقة القصيم,البدائع,الاصفر,537.4545454545455,6,842.2932105041219,736.1764452128591,sale
منطقة القصيم,البدائع,الاندلس,1239.6694214876034,23,7013.538865132956,28452.241752034217,sale
منطقة القصيم,البدائع,السلام,893.4782608695652,10,1498.0626938913092,1690.8017051202512,sale
منطقة القصيم,البدائع,رامات,1417.9054054054054,18,12676.786717597928,33091.47779751293,sale
منطقة القصيم,البكيرية,الامل,785.7142857142857,23,830.9088202722963,455.4053879178717,sale
منطقة القصيم,البكيرية,الخليج,1334.9448018716187,12,1257.0404703725458,701.7768816169591,sale
منطقة القصيم,البكيرية,الديرة,1439.2401875896512,20,6887.23103332376,24297.774863156996,sale
منطقة القصيم,البكيرية,الربوة,892.8571428571429,27,1025.1274300706666,725.5503017770773,sale
منطقة القصيم,البكيرية,الرياض,866.6666666666666,17,1042.8740541181655,710.2669088021014,sale
منطقة القصيم,البكيرية,الريان,1066.6680000000001,30,1287.7939487539313,1114.73366776848,sale
منطقة القصيم,البكيرية,الزهرة,751.5151515151515,24,1183.7964971512654,946.169419792776,sale
منطقة القصيم,البكيرية,القادسية,1347.6689976689977,28,5426.612710987473,21165.179259301058,sale
منطقة القصيم,البكيرية,النهضة,1432.748538011696,5,1359.081920759833,945.6927563000368,sale
منطقة القصيم,الرس,الاحتفالات,740.0,53,7741.199265977251,26709.558408988345,sale
منطقة القصيم,الرس,الاندلس,784.9596273291926,15,1055.66134647614,826.641830836202,sale
منطقة القصيم,الرس,الجريف,1971.6382387229846,4,2056.2743454770957,1473.2227543975748,sale
منطقة القصيم,الرس,الجندل,1247.1296296296296,6,1195.531308105935,468.32463585165834,sale
منطقة القصيم,الرس,الحزم,826.0,11,1431.1759635911915,848.2086178500383,sale
منطقة القصيم,الرس,الربوة,2209.9447513812156,9,12804.495786631522,32709.123732525626,sale
منطقة القصيم,الرس,الزهرة,3414.6341463414633,5,2359.4434507678407,1450.249887960101,sale
منطقة القصيم,الرس,الشفاء,1302.3741648106904,3,1975.6691552780019,1166.1811319709861,sale
منطقة القصيم,الرس,المطار,3124.180327868852,6,4478.738650965109,4765.882655694066,sale
منطقة القصيم,المذنب,الورود,1182.2660098522167,15,20329.098739692545,49491.4597814795,sale
منطقة القصيم,بريدة,الأخضر,1419.8782961460447,17,2376.867048181957,2314.5884504384762,sale
منطقة القصيم,بريدة,الإسكان,2125.0,19,2195.5170276873796,807.4643330029568,sale
منطقة القصيم,بريدة,الافق,2083.3333333333335,14,16937.22174060228,38551.348350611595,sale
منطقة القصيم,بريدة,التعليم,2094.634333508441,4,1986.8326553639715,495.943645977613,sale
منطقة القصيم,بريدة,الجزيرة,800.0,77,2790.219464534989,13766.799884061767,sale
منطقة القصيم,بريدة,الحزم,1206.374427418026,144,5814.326640496932,22527.543186872885,sale
منطقة القصيم,بريدة,الخبيب,1774.6932515337423,8,1875.5926305852167,1267.8715844662026,sale
منطقة القصيم,بريدة,الخزامى,450.0,113,1459.8643034959384,7013.76174694115,sale
منطقة القصيم,بريدة,الخضر,400.0,7,597.5333930797804,412.1094422425284,sale
منطقة القصيم,بريدة,الخليج,1000.6410256410256,8,1509.2033398558146,1201.985793388412,sale
منطقة القصيم,بريدة,الرابية,699.7610441767068,23,946.002748343855,723.827094999334,sale
منطقة القصيم,بريدة,الربوة,700.4507227332457,17,1660.7410438511984,1545.7955207619898,sale
منطقة القصيم,بريدة,الربيع,2680.9651474530833,3,2431.0441492777704,1323.8957210787564,sale
منطقة القصيم,بريدة,الرحاب,1202.0007130124777,100,5743.884835791108,20504.54249915912,sale
منطقة القصيم,بريدة,الرفيعة,2083.3333333333335,13,8809.140685266391,26213.241649867163,sale
منطقة القصيم,بريدة,الرمال,2283.298239930893,48,21265.432536341264,41154.53747383848,sale
منطقة القصيم,بريدة,الروابي,1765.625,78,18780.390078278033,43368.910916049026,sale
منطقة القصيم,بريدة,الروضه,1942.4460431654677,13,2404.861561544905,1334.457538202407,sale
منطقة القصيم,بريدة,الريان,2282.1121871003106,44,2514.6269568984876,1510.8319903168624,sale
منطقة القصيم,بريدة,الزرقاء,1391.465677179963,47,8987.489331478644,28403.83705353145,sale
منطقة القصيم,بريدة,السالمية,700.1752739669591,22,1024.2029585601579,619.8512381317502,sale
منطقة القصيم,بريدة,الشروق,720.0,47,6956.743552945311,28340.32817140871,sale
منطقة القصيم,بريدة,الشفق,425.0,126,1666.8022393316048,10209.199735181695,sale
منطقة القصيم,بريدة,الشقة,487.41175094834716,166,1859.0899320168278,11941.527722206407,sale
منطقة القصيم,بريدة,الشماس,1889.7091474245115,6,2246.069128879271,1622.1976855961452,sale
منطقة القصيم,بريدة,الصفراء,2613.240418118467,23,2517.15883282379,1403.577837455106,sale
منطقة القصيم,بريدة,الغدير,567.6442411660396,18,748.7389567153574,602.8378390826025,sale
منطقة القصيم,بريدة,الفايزية,1902.2556390977443,10,1731.5985665301712,694.4417840980207,sale
منطقة القصيم,بريدة,القادسية,1418.4397163120568,15,6363.1268105689805,18806.107647110126,sale
منطقة القصيم,بريدة,القاع البارد,606.060606060606,19,903.559160716654,633.5146278968737,sale
منطقة القصيم,بريدة,القصيعة,454.7977144929264,24,852.9621431930722,898.2896582391497,sale
منطقة القصيم,بريدة,اللسيب,651.0416666666666,23,1444.0390887463361,2725.8409998062216,sale
منطقة القصيم,بريدة,المرقب,1749.625344352617,12,2986.6949964123182,2729.5443254300662,sale
منطقة القصيم,بريدة,المنار,2120.958751393534,36,2213.9828633961442,1066.9953903683029,sale
منطقة القصيم,بريدة,الموطا,901.7344046434578,8,2762.437758653389,3405.808210212691,sale
منطقة القصيم,بريدة,النخيل,2273.80775516268,88,9651.077786086174,27518.188790965967,sale
منطقة القصيم,بريدة,النفل,623.885918003565,17,792.6825526166849,341.3317777871957,sale
منطقة القصيم,بريدة,النهضة,2532.1888412017165,43,5604.905658542992,17980.426682144498,sale
منطقة القصيم,بريدة,النور,772.5968992248062,186,987.7908223709978,674.7739292779937,sale
منطقة القصيم,بريدة,اليرموك,749.7500833055648,8,854.1090514968074,414.66078809073883,sale
منطقة القصيم,بريدة,حويلان,499.769001490313,21,823.0823813645004,697.2095822778067,sale
منطقة القصيم,بريدة,خب البريدي,1600.7555990432702,26,16123.204673373732,35361.93842475109,sale
منطقة القصيم,بريدة,خب الثنيان,2850.0,20,2468.993016036362,1267.1385441851705,sale
منطقة القصيم,بريدة,واسط,499.5110410094637,13,969.8480630853329,817.9447428717757,sale
منطقة القصيم,رياض الخبراء,الحزم,1030.3030303030303,9,1127.7101128550585,575.4286771415585,sale
منطقة القصيم,رياض الخبراء,القدس,882.3134728931831,18,5707.668628752668,19975.228909069792,sale
منطقة القصيم,رياض الخبراء,النزهة,1192.0465961095497,40,6146.837503255925,21997.849050406643,sale
منطقة القصيم,عقلة الصقور,الملك فهد,659.7031335898846,5,1854.438466350685,2460.077921408775,sale
منطقة القصيم,عنيزة,الاشرفية,1848.9405331510595,18,1804.5464061764812,765.2835287003559,sale
منطقة القصيم,عنيزة,الحاجب,1009.3746785089675,10,976.814772294411,453.5946695231404,sale
منطقة القصيم,عنيزة,الحمراء,1464.84375,14,1516.0438165417202,826.9809744718348,sale
منطقة القصيم,عنيزة,الخزامى,490.9578658085459,38,929.3443639334605,1537.0269883282315,sale
منطقة القصيم,عنيزة,الدوحة,1281.9519258844232,12,2441.8983285742765,3609.977913070219,sale
منطقة القصيم,عنيزة,الرحمانية,770.0067739204064,4,861.8497046351794,622.119548996106,sale
منطقة القصيم,عنيزة,الرمال,1244.323165502879,24,7248.299495544811,27764.20373808366,sale
منطقة القصيم,عنيزة,الرياضى,405.52,16,706.3795879906856,558.4240189668998,sale
منطقة القصيم,عنيزة,الريان,2148.185148185148,48,6029.567167063215,19614.031911248563,sale
منطقة القصيم,عنيزة,السلام,1400.0,55,4633.056856082511,15225.249123981772,sale
منطقة القصيم,عنيزة,السليمانية,1125.0,28,5803.125158728084,21779.505832078652,sale
منطقة القصيم,عنيزة,الشفاء,1680.0,35,1850.1261462769278,983.9047918350317,sale
منطقة القصيم,عنيزة,الصالحية,757.6861458651206,10,758.2425125128093,366.96379438100854,sale
منطقة القصيم,عنيزة,العليا,1230.3664921465968,55,3539.6311450393364,13016.126041586953,sale
منطقة القصيم,عنيزة,العونية,590.2599118942732,41,7683.6547409809455,29820.681275435272,sale
منطقة القصيم,عنيزة,الفاخرية,2139.4111825828795,72,7639.903905706254,27686.92122895558,sale
منطقة القصيم,عنيزة,الفيحاء,550.4231473682148,6,728.4910703136685,595.2279569741247,sale
منطقة القصيم,عنيزة,المروج,1798.5611510791366,51,5494.557938862521,18974.824884016005,sale
منطقة القصيم,عنيزة,المصيف,850.3401360544218,17,7474.226818837888,25160.578925121645,sale
منطقة القصيم,عنيزة,الملك خالد,982.3182711198428,26,10412.80131131613,34009.13240750344,sale
منطقة القصيم,عنيزة,الملك فهد,1953.125,85,10093.95656245588,30891.637777614906,sale
منطقة القصيم,عنيزة,المنار,2757.3529411764707,51,6072.184399902264,18039.8451526544,sale
منطقة القصيم,عنيزة,الواحة,633.3333333333333,10,7261.089661089662,20294.921881061207,sale
منطقة القصيم,عنيزة,الوفاء,2166.6666666666665,33,5453.047873410662,19567.930821788872,sale
منطقة القصيم,عنيزة,الوهلان,1950.0,60,10657.474552557283,33781.33221588504,sale
منطقة القصيم,عنيزة,وسط المدينة,869.5760869565217,13,1417.9455452045283,976.4650277678154,sale
منطقة القصيم,عيون الجواء,النزهة,1086.9565217391305,7,13843.624379999106,33582.33058240144,sale
منطقة القصيم,عيون الجواء,النهضة,2056.9620253164558,3,2040.3548631396734,532.2456341850889,sale
منطقة المدينة المنورة,المدينة المنورة,ابو كبير,1500.0,21,22041.195862165212,49996.56737719816,sale
منطقة المدينة المنورة,المدينة المنورة,ابيار الماشي,480.0,43,3089.1910713803773,16434.936347244984,sale
منطقة المدينة المنورة,المدينة المنورة,الاسكان,5507.236842105263,17,5079.8012275497185,2191.2985665419615,sale
منطقة المدينة المنورة,المدينة المنورة,الاصيفرين,3888.8888888888887,13,5320.838957866314,3686.3711901709503,sale
منطقة المدينة المنورة,المدينة المنورة,الاناهي,3466.6666666666665,61,4220.209373560605,2837.949331228472,sale
منطقة المدينة المنورة,المدينة المنورة,البركة,2319.90231990232,19,3613.266377422482,3009.83406848158,sale
منطقة المدينة المنورة,المدينة المنورة,البلقاء,952.4,23,1057.2494527596125,390.9145515647525,sale
منطقة المدينة المنورة,المدينة المنورة,التلعة,1501.0559884378536,6,2038.534957230857,1002.3350800045686,sale
منطقة المدينة المنورة,المدينة المنورة,الجابرة,3209.8765432098767,27,3242.688897126308,1449.9455316020365,sale
منطقة المدينة المنورة,المدينة المنورة,الجامعة,3535.3535353535353,15,3806.316151867356,1046.4305101097536,sale
منطقة المدينة المنورة,المدينة المنورة,الجصة,2431.289640591966,67,7048.004018997764,26548.873394716837,sale
منطقة المدينة المنورة,المدينة المنورة,الجماوات,3764.921417069243,34,9857.491039081278,23482.29840043743,sale
منطقة المدينة المنورة,المدينة المنورة,الجمعة,7507.120253164557,7,11459.769807047023,5732.964110826929,sale
منطقة المدينة المنورة,المدينة المنورة,الحديقة,4210.526315789473,7,8822.382880277617,6140.979315830582,sale
منطقة المدينة المنورة,المدينة المنورة,الخاتم,8975.124378109453,4,8872.60830236171,1654.3101553368542,sale
منطقة المدينة المنورة,المدينة المنورة,الخالدية,4278.6967418546365,28,5218.503354117526,2497.753574956836,sale
منطقة المدينة المنورة,المدينة المنورة,الدفاع,3488.8659605854173,108,15283.971895124296,40001.56757603578,sale
منطقة المدينة المنورة,المدينة المنورة,الدويخلة,2364.5707024158637,26,6566.949170075926,20770.377881701686,sale
منطقة المدينة المنورة,المدينة المنورة,الدويمة,6042.296072507553,7,5706.741662000465,1395.7245761088245,sale
منطقة المدينة المنورة,المدينة المنورة,الرانوناء,3234.3326795554312,136,14179.09132432736,37182.92066278826,sale
منطقة المدينة المنورة,المدينة المنورة,الراية,7918.552036199095,16,8333.610043597102,4477.333524120098,sale
منطقة المدينة المنورة,المدينة المنورة,الرمانة,3074.5341614906833,46,13293.689055998058,34618.086357951215,sale
منطقة المدينة المنورة,المدينة المنورة,الروابي,3349.282296650718,66,11361.489321505453,30215.2629126279,sale
منطقة المدينة المنورة,المدينة المنورة,الزهرة,1403.9565217391305,21,1927.997022647943,1095.0697981713938,sale
منطقة المدينة المنورة,المدينة المنورة,السد,3117.5,36,2875.0249015640516,1162.6516742999436,sale
منطقة المدينة المنورة,المدينة المنورة,السقيا,7092.198581560284,3,6482.174283541972,1779.7663037183906,sale
منطقة المدينة المنورة,المدينة المنورة,السكب,1247.7064220183486,65,6029.62810112135,24071.442600004633,sale
منطقة المدينة المنورة,المدينة المنورة,السلام,1724.2451154529308,56,10504.388767393173,34241.17637816789,sale
منطقة المدينة المنورة,المدينة المنورة,السيح,7007.3298429319375,9,14234.373028757174,12091.391889695944,sale
منطقة المدينة المنورة,المدينة المنورة,الشافية,1181.7841328413283,42,5238.988620557566,24028.195354905587,sale
منطقة المدينة المنورة,المدينة المنورة,الشريبات,4215.278246205734,17,4923.330922953845,2242.07040043212,sale
منطقة المدينة المنورة,المدينة المنورة,الشهداء,5500.207547169812,4,5647.442099045777,1417.967319489733,sale
منطقة المدينة المنورة,المدينة المنورة,الصناعية,1000.0,41,5257.199834246839,24473.08483455345,sale
منطقة المدينة المنورة,المدينة المنورة,الصويدرة,500.0,11,10107.95337263453,31496.77536823184,sale
منطقة المدينة المنورة,المدينة المنورة,الظاهرة,3726.851851851852,14,5973.359922308366,4908.304636247288,sale
منطقة المدينة المنورة,المدينة المنورة,العاقول,1801.7560975609756,38,5935.013611573983,20618.659825012113,sale
منطقة المدينة المنورة,المدينة المنورة,العريض,5005.117168648172,44,9065.709940987694,20155.617510976528,sale
منطقة المدينة المنورة,المدينة المنورة,العزيزية,2178.7709497206706,71,10295.880459669652,31406.01292804205,sale
منطقة المدينة المنورة,المدينة المنورة,العنابس,4045.6431535269708,17,5285.881014354194,2712.7006019394257,sale
منطقة المدينة المنورة,المدينة المنورة,العهن,4914.960692173518,14,4664.873882200993,985.7739127199858,sale
منطقة المدينة المنورة,المدينة المنورة,العيون,3068.8966203909204,10,2976.095200160082,1929.198240267289,sale
منطقة المدينة المنورة,المدينة المنورة,الغابة,800.0,10,1608.026465962248,2265.4875518358926,sale
منطقة المدينة المنورة,المدينة المنورة,الغراء,3125.0,45,9199.986348416367,28335.01593740031,sale
منطقة المدينة المنورة,المدينة المنورة,الفتح,11795.538884981723,8,12205.558863304186,6788.476486754313,sale
منطقة المدينة المنورة,المدينة المنورة,القبلتين,3449.2974971558588,14,4685.369934786248,2577.507954265324,sale
منطقة المدينة المنورة,المدينة المنورة,القصواء,3250.0,31,3843.7821286364024,2168.0045533710068,sale
منطقة المدينة المنورة,المدينة المنورة,المبعوث,3400.210382513661,28,4515.464069480851,4569.414638347217,sale
منطقة المدينة المنورة,المدينة المنورة,المدينة الصناعية,2564.102564102564,49,13379.367796326393,37936.642959918776,sale
منطقة المدينة المنورة,المدينة المنورة,المصانع,15575.085833706524,12,14514.168853669355,8336.637500617933,sale
