city,neighborhood,median_ppsqm,count,mean_ppsqm,ltype
ابها,الزهور,70.98113207547169,4,123.49056603773585,rent
ابها,الشفاء,140.8450704225352,5,140.31156301346374,rent
ابها,الصفا,54.263565891472865,5,70.17763196419,rent
ابها,العرين,156.25,9,115.25453999014397,rent
ابها,العقيق,58.93197278911565,10,128.11442265072003,rent
ابها,القرى,67.91171477079796,5,118.70346971472297,rent
ابها,المروج,42.63565891472868,9,69.67537368679035,rent
ابها,المصيف,100.20040080160321,3,106.73582364578327,rent
ابها,المنهل,44.28044280442804,5,43.456810804553626,rent
ابها,النسيم,164.17910447761193,7,179.4233314659754,rent
ابها,الوصايف,46.51162790697674,3,37.911280220605015,rent
ابها,شمسان,101.01010101010101,5,167.0312948392521,rent
احد رفيده,الخليج,52.01560468140442,11,130.80600807226907,rent
احد رفيده,النهضة,31.172360248447205,6,56.670693471333685,rent
الباحة,النزهة,39.99866888519135,4,44.131754533919874,rent
البدائع,الاصفر,27.397260273972602,3,27.632521681477442,rent
البدائع,السلام,25.8162281305965,4,65.70582543483131,rent
البكيرية,الامل,25.757575757575758,5,29.50601012993956,rent
البكيرية,الديرة,47.80373831775701,5,65.65219815581834,rent
البكيرية,الزهرة,137.79863481228668,4,149.04335032795404,rent
البكيرية,القادسية,39.952153110047846,7,60.29751066549602,rent
الجبيل,الحمراء,41.12903225806451,8,120.30258624172184,rent
الجبيل,الروضة,215.90153027278777,4,364.89520958083835,rent
الجبيل,الضباب,597.0149253731344,3,595.8795144137781,rent
الجبيل,العزيزية,43.333333333333336,5,64.72909441233142,rent
الجبيل,القدس,28.510334996436207,3,93.39295632931662,rent
الجبيل,المرقاب,40.8,3,185.40310368131,rent
الجبيل,دارين,148.75207986688852,3,134.05114680370207,rent
الخبر,ابن سيناء,341.6149068322981,9,291.49194980094506,rent
الخبر,الامواج,164.17910447761193,17,151.0628119919804,rent
الخبر,الاندلس,138.45347750634093,10,143.46672989565764,rent
الخبر,البحر,413.5338345864662,115,443.6776119123839,rent
الخبر,البحيرة,247.43214747296102,12,245.85766651962652,rent
الخبر,البندرية,108.51419031719533,49,185.0454222407842,rent
الخبر,التحلية,91.42857142857143,21,219.9025783175663,rent
الخبر,التعاون,50.0,30,92.19520138159979,rent
الخبر,الثقبة,119.00972590627762,34,366.2728540970206,rent
الخبر,الجسر,130.26588053996335,42,214.2359285896392,rent
الخبر,الجوهرة,237.6037959667853,6,217.02310584568443,rent
الخبر,الحزام الاخضر,131.0094390375116,24,276.4654505551858,rent
الخبر,الحزام الذهبي,282.44837758112095,4,249.1828039915155,rent
الخبر,الحمراء,295.3020134228188,319,282.13621496756804,rent
الخبر,الخبر الجنوبية,131.32183908045977,36,356.9368680361363,rent
الخبر,الخزامى,324.6753246753247,23,369.29083350320235,rent
الخبر,الخور,416.6666666666667,22,423.9368443381058,rent
الخبر,الراكة الجنوبية,76.19047619047619,35,144.69194239519402,rent
الخبر,الرجاء,41.688311688311686,6,64.89198294395663,rent
الخبر,الروابي,300.0,17,295.6303368361349,rent
الخبر,الشراع,95.0,21,119.05250234894058,rent
الخبر,الصواري,161.81229773462783,21,203.4076188284781,rent
الخبر,العقربية,57.47126436781609,49,228.75199890317086,rent
الخبر,العقيق,155.36723163841808,18,137.44155364089622,rent
الخبر,العليا,52.70833333333333,66,221.42037858712814,rent
الخبر,الكوثر,130.55633212188985,8,257.71775370490354,rent
الخبر,الكورنيش,121.49532710280374,9,294.0187108222838,rent
الخبر,اللؤلؤ,137.17948717948718,8,132.16349508182424,rent
الخبر,اليرموك,168.1075888568684,3,200.99751432846142,rent
الخبر,صناعية الثقبة,61.78595773687798,16,189.10895228092164,rent
الخبر,صناعية الفوازية,243.05555555555554,21,299.02443758191095,rent
الخبر,قرطبة,238.43586075345732,15,224.7994920055921,rent
الخبر,مدينة العمال,76.15894039735099,50,131.7054745906123,rent
الخرج,الجامعة,62.5,13,107.57756947752321,rent
الخرج,الخالدية,188.2334298034179,10,237.24260454941378,rent
الخرج,السلام,62.65589038163036,18,196.57663378358183,rent
الخرج,العالية,109.26442612555485,4,141.15602258658694,rent
الخرج,العدامة,153.33333333333331,14,128.22476754838968,rent
الخرج,الفيصلية,79.91245962944076,8,198.96907815267377,rent
الخرج,الناصفة,205.1983584131327,5,384.747743706003,rent
الخرج,النهضة,148.5148514851485,11,141.7393421468903,rent
الخرج,الورود,292.0181700194679,7,415.39827623584426,rent
الخرج,اليرموك,54.18678739101274,4,120.80775940513782,rent
الخرج,مشرف,96.0,3,70.17283950617285,rent
الدرعية,الخالدية,327.77777777777777,14,469.0303278920282,rent
الدرعية,العاصمة,720.9229073155366,304,676.1498225198385,rent
الدرعية,الفيصلية,787.4015748031496,29,669.4814299595092,rent
الدرعية,ظهرة العودة شرق,500.0,44,427.9007169374912,rent
الدرعية,ظهرة العودة غرب,55.1301684532925,3,109.0699801776882,rent
الدلم,الناصرية,76.63218390804597,3,107.2503676089883,rent
الدلم,النهضة,41.00406504065041,7,191.311778326487,rent
الدمام,احد,158.70618810142588,6,487.8913707151875,rent
الدمام,الأثير,19.703626943005183,20,100.60295973964,rent
الدمام,الأمانة,73.78378378378378,6,87.30135608707037,rent
